"animal_id","name","datetime","datetime2","found_location","intake_type","intake_condition","animal_type","sex_upon_intake","age_upon_intake","breed","color"
"A906867","Beans","2024-06-08T12:00:00.000","2024-06-08T12:00:00.000","10106 North Ih 35 in Austin (TX)","Stray","Medical","Cat","Intact Female","4 weeks","Domestic Shorthair","Brown Tabby"
"A906871","A906871","2024-06-08T12:01:00.000","2024-06-08T12:01:00.000","3848 Airport in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","German Shepherd","White"
"A906875",,"2024-06-08T12:47:00.000","2024-06-08T12:47:00.000","401 Little Texas Lane in Austin (TX)","Stray","Injured","Cat","Intact Male","4 weeks","Domestic Medium Hair Mix","Blue Tabby"
"A906876","Luna","2024-06-08T13:08:00.000","2024-06-08T13:08:00.000","Grenadine Bloom Bnd in Travis (TX)","Stray","Sick","Cat","Intact Female","3 months","Domestic Shorthair","Black"
"A906880",,"2024-06-08T13:38:00.000","2024-06-08T13:38:00.000","7701 Paces Mill Rd in Austin (TX)","Wildlife","Normal","Other","Unknown","1 year","Bat","Gold"
"A906881","355 Grams","2024-06-08T13:40:00.000","2024-06-08T13:40:00.000","W Rundberg Ln And Metric Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Tortie"
"A906882","388 Grams","2024-06-08T13:40:00.000","2024-06-08T13:40:00.000","W Rundberg Ln And Metric Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Calico/White"
"A906883","353 Grams","2024-06-08T13:40:00.000","2024-06-08T13:40:00.000","W Rundberg Ln And Metric Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Tortie"
"A906884","A906884","2024-06-08T13:46:00.000","2024-06-08T13:46:00.000","21210 Cherry Hollow in Travis (TX)","Stray","Sick","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby"
"A906885",,"2024-06-08T13:46:00.000","2024-06-08T13:46:00.000","21210 Cherry Hollow in Travis (TX)","Stray","Sick","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A906886",,"2024-06-08T13:46:00.000","2024-06-08T13:46:00.000","21210 Cherry Hollow in Travis (TX)","Stray","Sick","Cat","Intact Female","1 month","Domestic Shorthair Mix","Torbie"
"A906887",,"2024-06-08T13:46:00.000","2024-06-08T13:46:00.000","21210 Cherry Hollow in Travis (TX)","Stray","Sick","Cat","Intact Male","1 month","Domestic Shorthair Mix","Silver Tabby"
"A906888",,"2024-06-08T13:46:00.000","2024-06-08T13:46:00.000","21210 Cherry Hollow in Travis (TX)","Stray","Sick","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White"
"A906889",,"2024-06-08T13:46:00.000","2024-06-08T13:46:00.000","21210 Cherry Hollow in Travis (TX)","Stray","Sick","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black"
"A906890","Monica","2024-06-08T13:46:00.000","2024-06-08T13:46:00.000","21210 Cherry Hollow in Travis (TX)","Stray","Sick","Cat","Unknown","3 years","Domestic Shorthair Mix","Silver Tabby/White"
"A906892","A906892","2024-06-08T14:58:00.000","2024-06-08T14:58:00.000","1404 Estrellas Drive in Travis (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Blue"
"A906893","A906893","2024-06-08T14:58:00.000","2024-06-08T14:58:00.000","1404 Estrellas Drive in Travis (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Calico"
"A906894","*Alexis","2024-06-08T14:58:00.000","2024-06-08T14:58:00.000","1404 Estrellas Drive in Travis (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Calico"
"A906896","*Beauregard","2024-06-08T15:16:00.000","2024-06-08T15:16:00.000","Loyola Lane in Austin (TX)","Stray","Other","Dog","Intact Male","10 months","Catahoula/Australian Cattle Dog","Blue Merle/Tan"
"A906902","*Crumb","2024-06-08T16:01:00.000","2024-06-08T16:01:00.000","6507 East Riverside in Austin (TX)","Stray","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Black"
"A906922","*Nemo","2024-06-09T07:55:00.000","2024-06-09T07:55:00.000","2514 Business Center Dr in Austin (TX)","Stray","Sick","Dog","Intact Female","1 month","Australian Cattle Dog Mix","Blue Tick/Black"
"A906923",,"2024-06-09T08:39:00.000","2024-06-09T08:39:00.000","1117 Stobaugh in Austin (TX)","Wildlife","Sick","Other","Unknown","1 year","Raccoon","Brown/Black"
"A829029","Bobby","2024-06-09T09:08:00.000","2024-06-09T09:08:00.000","Wickersham Lane in Austin (TX)","Stray","Injured","Cat","Neutered Male","4 years","Domestic Shorthair","Black/White"
"A906926","Gandalf","2024-06-09T09:26:00.000","2024-06-09T09:26:00.000","Frida Bend in Austin (TX)","Stray","Injured","Cat","Intact Male","2 years","Domestic Shorthair","Flame Point"
"A906927","*Poppy Seed","2024-06-09T09:54:00.000","2024-06-09T09:54:00.000","10300 Golden Meadow in Austin (TX)","Stray","Injured","Cat","Intact Female","1 year","Domestic Shorthair","White/Blue"
"A906929","*Americus Nation","2024-06-09T10:06:00.000","2024-06-09T10:06:00.000","4401 Bucks Run in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","American Foxhound Mix","Brown/White"
"A906930","*Marsha Mallow","2024-06-09T10:06:00.000","2024-06-09T10:06:00.000","4401 Bucks Run in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Labrador Retriever Mix","Yellow"
"A906946",,"2024-06-09T10:23:00.000","2024-06-09T10:23:00.000","West Anderson Lane And Northcrest Boulevard in Austin (TX)","Stray","Med Attn","Dog","Intact Female","5 years","Boxer/Catahoula","Brown Brindle"
"A906947",,"2024-06-09T10:23:00.000","2024-06-09T10:23:00.000","West Anderson Lane And Northcrest Boulevard in Austin (TX)","Stray","Med Attn","Dog","Intact Female","3 weeks","Boxer/Catahoula","Brown"
"A906940","Gunner","2024-06-09T10:24:00.000","2024-06-09T10:24:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","3 years","Bengal","Brown"
"A906951",,"2024-06-09T13:25:00.000","2024-06-09T13:25:00.000","12307 Limerick in Austin (TX)","Wildlife","Sick","Other","Unknown","2 years","Raccoon","Brown/Black"
"A906955",,"2024-06-09T13:53:00.000","2024-06-09T13:53:00.000","Emmitt Run St in Austin (TX)","Stray","Normal","Dog","Unknown","1 month","Belgian Malinois","Brown/Black"
"A906956",,"2024-06-09T13:53:00.000","2024-06-09T13:53:00.000","Emmitt Run St in Austin (TX)","Stray","Normal","Dog","Intact Male","1 month","Belgian Malinois","Brown/Black"
"A906958",,"2024-06-09T14:26:00.000","2024-06-09T14:26:00.000","Webbwood Way in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","German Shepherd","Brown"
"A906959",,"2024-06-09T14:26:00.000","2024-06-09T14:26:00.000","Webbwood Way in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","German Shepherd","Brown/White"
"A906960","Hades","2024-06-09T14:26:00.000","2024-06-09T14:26:00.000","Webbwood Way in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","German Shepherd/Alaskan Husky","Brown/White"
"A906961",,"2024-06-09T14:26:00.000","2024-06-09T14:26:00.000","Webbwood Way in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","German Shepherd","Brown/Black"
"A906970","Timon","2024-06-09T14:35:00.000","2024-06-09T14:35:00.000","Austin (TX)","Owner Surrender","Sick","Cat","Neutered Male","8 months","Domestic Shorthair","White/Black"
"A906965",,"2024-06-09T15:25:00.000","2024-06-09T15:25:00.000","8000 Brown Cemetery in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Great Pyrenees Mix","White/Brown"
"A906969",,"2024-06-09T15:41:00.000","2024-06-09T15:41:00.000","Austin (TX)","Abandoned","Normal","Dog","Intact Female","2 years","Siberian Husky","White"
"A906963",,"2024-06-09T15:52:00.000","2024-06-09T15:52:00.000","5308 Overbrook Dr in Austin (TX)","Stray","Sick","Dog","Intact Male","6 months","Pit Bull Mix","Brown/White"
"A906972",,"2024-06-09T16:19:00.000","2024-06-09T16:19:00.000","600 Ralph Ablanedo in Austin (TX)","Wildlife","Injured","Other","Unknown","2 years","Raccoon","Brown"
"A906974","*Muppley","2024-06-09T16:49:00.000","2024-06-09T16:49:00.000","2317 S Pleasant Valley in Austin (TX)","Abandoned","Normal","Dog","Intact Female","10 months","Pit Bull Mix","Brown"
"A906976","*Lyanna","2024-06-09T17:31:00.000","2024-06-09T17:31:00.000","6400 Loyola Lane in Austin (TX)","Stray","Injured","Dog","Intact Female","3 months","American Staffordshire Terrier","Black/White"
"A906983",,"2024-06-09T20:11:00.000","2024-06-09T20:11:00.000","7201 Danwood Dr in Austin (TX)","Wildlife","Normal","Other","Unknown","4 weeks","Bat","Brown"
"A906999","Karma","2024-06-10T10:35:00.000","2024-06-10T10:35:00.000","906 Antique Heritage Drive in Travis (TX)","Stray","Normal","Dog","Spayed Female","1 year","Catahoula","Black Brindle/Brown"
"A907001","Charlie","2024-06-10T10:41:00.000","2024-06-10T10:41:00.000","710 East Ben White Boulevard in Austin (TX)","Public Assist","Normal","Dog","Intact Male","4 years","Yorkshire Terrier","Brown/Black"
"A907003","*Ice Cube","2024-06-10T10:55:00.000","2024-06-10T10:55:00.000","Outside Jurisdiction","Stray","Normal","Dog","Intact Male","1 month","Rat Terrier/Pointer","Tan/White"
"A907004","Jay*","2024-06-10T10:55:00.000","2024-06-10T10:55:00.000","Outside Jurisdiction","Stray","Normal","Dog","Intact Male","1 month","Australian Cattle Dog/Pointer","Brown Brindle/White"
"A907002","Clementine","2024-06-10T11:02:00.000","2024-06-10T11:02:00.000","4530 Little Hill Circle in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Cardigan Welsh Corgi Mix","Tan/White"
"A907006","*Oreo","2024-06-10T11:06:00.000","2024-06-10T11:06:00.000","9708 Rodriguez Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black/White"
"A907017","*Maximillion","2024-06-10T11:13:00.000","2024-06-10T11:13:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Intact Male","9 months","Pit Bull Mix","White/Tan"
"A907014","Marc Anthoni","2024-06-10T11:28:00.000","2024-06-10T11:28:00.000","Bee Cave Road And Fletcher in Austin (TX)","Stray","Normal","Dog","Intact Male","3 months","Miniature Schnauzer Mix","Black/Tricolor"
"A907012",,"2024-06-10T11:41:00.000","2024-06-10T11:41:00.000","Maha Loop Rd And Texas 130 Service Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 week","Domestic Shorthair","Black"
"A907013","*Peppercorn","2024-06-10T11:52:00.000","2024-06-10T11:52:00.000","10205 North Lamar in Austin (TX)","Abandoned","Injured","Dog","Intact Male","2 years","Labrador Retriever/Chow Chow","Cream/White"
"A907015","*Mysterium","2024-06-10T11:52:00.000","2024-06-10T11:52:00.000","10205 North Lamar in Austin (TX)","Abandoned","Injured","Dog","Intact Female","4 years","Siberian Husky","Black/White"
"A907016",,"2024-06-10T11:53:00.000","2024-06-10T11:53:00.000","5600 Decker Ln in Austin (TX)","Stray","Injured","Cat","Unknown","1 month","Domestic Shorthair","Orange/White"
"A892868","Toots","2024-06-10T12:00:00.000","2024-06-10T12:00:00.000","427 Marlock Ridge in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Siamese","Tortie Point/White"
"A831243","*Supernova","2024-06-10T12:07:00.000","2024-06-10T12:07:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","5 years","Pit Bull","Black"
"A907020","*Baby Kitty","2024-06-10T12:12:00.000","2024-06-10T12:12:00.000","7405 Sparkling Light in Travis (TX)","Stray","Normal","Cat","Intact Female","6 months","Domestic Shorthair Mix","Brown Tabby/White"
"A901861","King","2024-06-10T12:44:00.000","2024-06-10T12:44:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","3 months","Labrador Retriever Mix","Black"
"A907027","Athena","2024-06-10T13:06:00.000","2024-06-10T13:06:00.000","18700 Blake Manor Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","1 year","Labrador Retriever Mix","Black/White"
"A907028","*Farkle","2024-06-10T13:06:00.000","2024-06-10T13:06:00.000","18700 Blake Manor Rd in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","Labrador Retriever Mix","Black/White"
"A907037","*Millie","2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Female","2 years","Cairn Terrier Mix","Blue Merle"
"A907038","Shortcake","2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Female","1 month","Cairn Terrier Mix","Black/White"
"A907039","Lilo","2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Female","1 month","Cairn Terrier Mix","Black/White"
"A907040",,"2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Female","1 month","Cairn Terrier Mix","Black/White"
"A907041",,"2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Female","1 month","Cairn Terrier Mix","Black/White"
"A907042",,"2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Male","1 month","Cairn Terrier Mix","Black/White"
"A907043",,"2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Male","1 month","Cairn Terrier Mix","Black/White"
"A907045","Oso","2024-06-10T13:27:00.000","2024-06-10T13:27:00.000","9101 Hog Eye Rd in Austin (TX)","Abandoned","Normal","Dog","Intact Male","1 month","Cairn Terrier Mix","Black/White"
"A907046",,"2024-06-10T13:59:00.000","2024-06-10T13:59:00.000","11205 Harris Branch Parkway in Austin (TX)","Stray","Injured","Cat","Intact Male","1 year","Domestic Shorthair","Black/White"
"A876878","*Bison","2024-06-10T14:13:00.000","2024-06-10T14:13:00.000","Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Labrador Retriever Mix","Tan"
"A907053","Maddy","2024-06-10T15:50:00.000","2024-06-10T15:50:00.000","1601 Trinity St in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Australian Shepherd Mix","White/Black"
"A907058","Mater","2024-06-10T16:25:00.000","2024-06-10T16:25:00.000","Travis (TX)","Owner Surrender","Normal","Cat","Intact Male","11 months","Domestic Shorthair","Blue Tabby/White"
"A907059","Vader","2024-06-10T16:25:00.000","2024-06-10T16:25:00.000","Travis (TX)","Owner Surrender","Normal","Cat","Intact Male","11 months","Domestic Shorthair","Brown Tabby/White"
"A907060","Tiny Tom (Tt)","2024-06-10T16:25:00.000","2024-06-10T16:25:00.000","Travis (TX)","Owner Surrender","Normal","Cat","Intact Male","11 months","Domestic Shorthair","Brown Tabby/White"
"A907054",,"2024-06-10T16:34:00.000","2024-06-10T16:34:00.000","8808 Meridian Oak Ln in Austin (TX)","Wildlife","Sick","Other","Unknown","2 weeks","Bat","Red"
"A907055",,"2024-06-10T16:34:00.000","2024-06-10T16:34:00.000","8808 Meridian Oak Ln in Austin (TX)","Wildlife","Sick","Other","Unknown","2 weeks","Bat","Red"
"A907052",,"2024-06-10T16:34:00.000","2024-06-10T16:34:00.000","8808 Meridian Oak Ln in Austin (TX)","Wildlife","Sick","Other","Unknown","1 year","Bat","Red"
"A907067","Stevie","2024-06-10T17:52:00.000","2024-06-10T17:52:00.000","2311 Fuzz Fairway in Austin (TX)","Stray","Normal","Cat","Spayed Female","5 years","Domestic Longhair","Orange Tabby"
"A903610","Ero","2024-06-10T18:53:00.000","2024-06-10T18:53:00.000","3524 Greystone in Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","3 months","Australian Shepherd Mix","Brown/Tricolor"
"A907078","Nicole","2024-06-10T20:50:00.000","2024-06-10T20:50:00.000","Leda Ln And Elara Dr in Austin (TX)","Stray","Sick","Dog","Spayed Female","12 years","Dachshund","Red/White"
"A907081","Cocoa","2024-06-11T00:03:00.000","2024-06-11T00:03:00.000","Harris Branch And Parmer in Manor (TX)","Stray","Sick","Dog","Intact Female","6 years","Maltese","White"
"A907080",,"2024-06-11T08:15:00.000","2024-06-11T08:15:00.000","Jacobson Rd in Travis (TX)","Stray","Sick","Dog","Intact Female","1 month","Black Mouth Cur/Pit Bull","Brown/Black"
"A907069","Phoenix","2024-06-11T08:30:00.000","2024-06-11T08:30:00.000","Veg South in Austin (TX)","Stray","Injured","Dog","Intact Male","3 months","Plott Hound","Brown Brindle"
"A897820","Chino","2024-06-11T09:41:00.000","2024-06-11T09:41:00.000","7Th St And Red River St in Austin (TX)","Public Assist","Normal","Dog","Intact Male","1 year","Pit Bull","Blue/White"
"A907091",,"2024-06-11T10:54:00.000","2024-06-11T10:54:00.000","1706 West Braker Lane in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair","Black Tabby"
"A907092",,"2024-06-11T10:54:00.000","2024-06-11T10:54:00.000","1706 West Braker Lane in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair","Black Tabby"
"A907093",,"2024-06-11T10:54:00.000","2024-06-11T10:54:00.000","1706 West Braker Lane in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair","Cream"
"A907094",,"2024-06-11T10:54:00.000","2024-06-11T10:54:00.000","1706 West Braker Lane in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair","Cream"
"A907097",,"2024-06-11T10:54:00.000","2024-06-11T10:54:00.000","1706 West Braker Lane in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair","Cream"
"A907098",,"2024-06-11T10:54:00.000","2024-06-11T10:54:00.000","1706 West Braker Lane in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair","Orange"
"A907099",,"2024-06-11T10:54:00.000","2024-06-11T10:54:00.000","1706 West Braker Lane in Austin (TX)","Stray","Normal","Cat","Unknown","2 weeks","Domestic Shorthair","Orange"
"A907090",,"2024-06-11T11:10:00.000","2024-06-11T11:10:00.000","9101 Wall St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A906645",,"2024-06-11T11:27:00.000","2024-06-11T11:27:00.000","Point North Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","9 months","German Shepherd Mix","Tricolor"
"A906646","*Twyla","2024-06-11T11:27:00.000","2024-06-11T11:27:00.000","Point North Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","4 years","Australian Kelpie Mix","Black/White"
"A907103",,"2024-06-11T11:41:00.000","2024-06-11T11:41:00.000","Tillery St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A907106","*Buzz","2024-06-11T11:50:00.000","2024-06-11T11:50:00.000","6612 Starcrest Lane in Austin (TX)","Stray","Sick","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby"
"A907107","*Jesse","2024-06-11T11:50:00.000","2024-06-11T11:50:00.000","6612 Starcrest Lane in Austin (TX)","Stray","Sick","Cat","Intact Female","1 month","Domestic Shorthair","Calico"
"A907108","*Woody","2024-06-11T11:50:00.000","2024-06-11T11:50:00.000","6612 Starcrest Lane in Austin (TX)","Stray","Sick","Cat","Intact Male","1 month","Domestic Shorthair","Cream Tabby/White"
"A907102","*Muffler","2024-06-11T11:54:00.000","2024-06-11T11:54:00.000","9400 Texas Oak Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black"
"A907101",,"2024-06-11T11:55:00.000","2024-06-11T11:55:00.000","6410 Lynch Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair","Orange Tabby"
"A878604","Champ","2024-06-11T11:55:00.000","2024-06-11T11:55:00.000","5414 Walnut Grove Dr in Austin (TX)","Stray","Normal","Dog","Neutered Male","1 year","Queensland Heeler Mix","Red Tick/White"
"A878603","Wisdom","2024-06-11T11:55:00.000","2024-06-11T11:55:00.000","5414 Walnut Grove Dr in Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","Labrador Retriever Mix","Black/White"
"A907104","*June","2024-06-11T12:08:00.000","2024-06-11T12:08:00.000","Austin (TX)","Stray","Normal","Cat","Spayed Female","8 years","Domestic Shorthair","Black/White"
"A907105",,"2024-06-11T12:11:00.000","2024-06-11T12:11:00.000","6007 Wagon Bend in Austin (TX)","Stray","Normal","Dog","Intact Male","10 years","West Highland","White"
"A878531","Savage","2024-06-11T12:22:00.000","2024-06-11T12:22:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","3 years","Border Terrier Mix","White"
"A902765","*Peepers","2024-06-11T12:31:00.000","2024-06-11T12:31:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","5 years","Catahoula","Brown Brindle/White"
"A907110","*Lily","2024-06-11T12:52:00.000","2024-06-11T12:52:00.000","1155 Brookswood in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Tortie"
"A907111","Bella","2024-06-11T12:52:00.000","2024-06-11T12:52:00.000","1155 Brookswood in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Torbie"
"A907112",,"2024-06-11T12:55:00.000","2024-06-11T12:55:00.000","5405 Overbrook Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair","Orange Tabby/White"
"A905156",,"2024-06-11T13:10:00.000","2024-06-11T13:10:00.000","11010 Domain Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Cairn Terrier","Cream"
"A905158",,"2024-06-11T13:10:00.000","2024-06-11T13:10:00.000","11010 Domain Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Chihuahua Shorthair","Cream"
"A907121","*Jazz","2024-06-11T14:16:00.000","2024-06-11T14:16:00.000","2811 East 2Nd Street in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Brown Tabby/White"
"A907117","Diva","2024-06-11T14:21:00.000","2024-06-11T14:21:00.000","6404 Virgo in Austin (TX)","Stray","Injured","Dog","Spayed Female","11 years","Yorkshire Terrier","Brown"
"A907123",,"2024-06-11T14:37:00.000","2024-06-11T14:37:00.000","7409 Poinsetta Lane in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","White"
"A907124",,"2024-06-11T14:37:00.000","2024-06-11T14:37:00.000","7409 Poinsetta Lane in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Black"
"A905468","*Daisy","2024-06-11T15:11:00.000","2024-06-11T15:11:00.000","Dalton Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","4 months","Great Pyrenees Mix","White"
"A905469","*Marigold","2024-06-11T15:11:00.000","2024-06-11T15:11:00.000","Dalton Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","4 months","Great Pyrenees Mix","Gold"
"A905470","Frog","2024-06-11T15:11:00.000","2024-06-11T15:11:00.000","Dalton Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","4 months","Great Pyrenees Mix","White/Tan"
"A907130","*Jack","2024-06-11T16:09:00.000","2024-06-11T16:09:00.000","1200 Estancia in Travis (TX)","Stray","Injured","Dog","Intact Male","1 month","Rat Terrier Mix","White/Black"
"A907133","*Delilah","2024-06-11T17:03:00.000","2024-06-11T17:03:00.000","2815 East Highway 71 in Travis (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Tortie"
"A907138","*Toby","2024-06-11T17:36:00.000","2024-06-11T17:36:00.000","16523 Fagerquist Street in Travis (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair","Black/White"
"A907144",,"2024-06-11T18:02:00.000","2024-06-11T18:02:00.000","Emerald Forest in Austin (TX)","Stray","Normal","Dog","Intact Male","6 months","Pointer","White/Brown"
"A907145","Mina","2024-06-11T18:28:00.000","2024-06-11T18:28:00.000","7337 Spring Ray Drive in Travis (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Brown Tabby"
"A907143","Athena","2024-06-12T07:45:00.000","2024-06-12T07:45:00.000","3131 Bastrop Hwy in Austin (TX)","Stray","Injured","Dog","Intact Female","2 years","Pit Bull Mix","White/Blue"
"A907156",,"2024-06-12T08:25:00.000","2024-06-12T08:25:00.000","3304 Gilbert St in Austin (TX)","Public Assist","Injured","Cat","Intact Male","1 month","Domestic Shorthair","Blue"
"A907160","Sora","2024-06-12T09:52:00.000","2024-06-12T09:52:00.000","6609 Cromarty Ln in Austin (TX)","Stray","Injured","Dog","Neutered Male","10 years","Catahoula","Black/Tan"
"A907158","*Marcus","2024-06-12T09:55:00.000","2024-06-12T09:55:00.000","12250 Research Blvd in Austin (TX)","Public Assist","Normal","Dog","Intact Male","2 months","Anatol Shepherd Mix","Cream/Black"
"A907162","Glimmer","2024-06-12T10:15:00.000","2024-06-12T10:15:00.000","9218 Balcones Club Dr in Austin (TX)","Public Assist","Normal","Dog","Intact Female","10 months","Cairn Terrier Mix","Gold"
"A907163","Charlie Brown","2024-06-12T10:27:00.000","2024-06-12T10:27:00.000","E 7Th St And Webberville Rd in Austin (TX)","Public Assist","Normal","Dog","Intact Male","3 months","Australian Cattle Dog/Labrador Retriever","Tan/White"
"A907167","Bugsy","2024-06-12T10:43:00.000","2024-06-12T10:43:00.000","205 Inner Campus Drive in Austin (TX)","Stray","Injured","Cat","Unknown","2 years","Domestic Shorthair","Brown Tabby/White"
"A907155","Gavin","2024-06-12T11:09:00.000","2024-06-12T11:09:00.000","Sb Ih 35 And Slaughter Ln in Austin (TX)","Stray","Injured","Dog","Intact Male","1 year","Pit Bull Mix","Brown/White"
"A907169",,"2024-06-12T11:24:00.000","2024-06-12T11:24:00.000","13021 Dessau Road in Austin (TX)","Stray","Normal","Cat","Unknown","2 years","Domestic Shorthair","Orange Tabby"
"A907170","Bart","2024-06-12T11:24:00.000","2024-06-12T11:24:00.000","13021 Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Male","4 years","Domestic Shorthair","Orange Tabby"
"A907171",,"2024-06-12T11:24:00.000","2024-06-12T11:24:00.000","13021 Dessau Road in Austin (TX)","Stray","Normal","Cat","Unknown","2 years","Domestic Shorthair","Orange Tabby"
"A907172",,"2024-06-12T11:24:00.000","2024-06-12T11:24:00.000","13021 Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair","Calico"
"A907166","*Dakota","2024-06-12T11:26:00.000","2024-06-12T11:26:00.000","605 Masterson Pass in Austin (TX)","Stray","Normal","Dog","Intact Female","4 months","Black Mouth Cur/Bulldog","Tan/Black"
"A907165","Zelda","2024-06-12T11:28:00.000","2024-06-12T11:28:00.000","1881 Grove Boulevard in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","German Shepherd Mix","Black/Brown"
"A907173",,"2024-06-12T11:39:00.000","2024-06-12T11:39:00.000","720 Airport Blvd in Austin (TX)","Stray","Normal","Cat","Unknown","2 years","Domestic Shorthair","Brown Tabby"
"A898674","Moka","2024-06-12T11:39:00.000","2024-06-12T11:39:00.000","1120 Shady Ln in Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","German Shepherd/Bloodhound","Brown/Tan"
